Year,country_code,country_name,gdp,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration
1989,HUN,Hungary,0,High income,Europe & Central Asia,10481719,0,0,0,0,0,1731715620,0,0,-17359
1990,HUN,Hungary,0,High income,Europe & Central Asia,10373988,0,0,0,0,0,1731715620,0,0,17545
1991,HUN,Hungary,0,High income,Europe & Central Asia,10373400,0,0,0,0,0,1731715620,8.5,0,19281
1992,HUN,Hungary,0,High income,Europe & Central Asia,10369341,0,0,0,0,0,1731715620,9.94,1.44,17604
1993,HUN,Hungary,0,High income,Europe & Central Asia,10357523,0,0,0,0,0,1731715620,12.1,2.16,17225
1994,HUN,Hungary,0,High income,Europe & Central Asia,10343355,0,0,0,0,0,1731715620,10.85,-1.25,17065
1995,HUN,Hungary,0.301438469,High income,Europe & Central Asia,10328965,0,125795058,13.54877783,139944852,464256776.7,1731715620,10.17,-0.68,16934
1996,HUN,Hungary,0.334079771,High income,Europe & Central Asia,10311238,11.38494491,79687942.91,15.11724356,155877496.3,466587653.1,1731715620,10.02,-0.15,16527
1997,HUN,Hungary,0.411148945,High income,Europe & Central Asia,10290486,24.75242566,72976531.1,18.89715974,194460957.7,472969613.7,1731715620,8.99,-1.03,16324
1998,HUN,Hungary,0.393879766,High income,Europe & Central Asia,10266570,-1.3446133,59806975.39,18.68649508,191846209.8,487067949.1,1731715620,8.93,-0.06,15643
1999,HUN,Hungary,0.372563111,High income,Europe & Central Asia,10237530,-4.700079251,80264886.42,17.85873017,182829285.9,490733732.1,1731715620,6.93,-2,14610
2000,HUN,Hungary,0.769136484,High income,Europe & Central Asia,10210971,98.64105901,301289544.4,35.56704154,363174029.7,472184114.6,1731715620,6.56,-0.37,15478
2001,HUN,Hungary,0.677686606,High income,Europe & Central Asia,10187576,0.298051929,314975099.9,35.75497026,364256476.9,537499891.1,1731715620,5.67,-0.89,9927
2002,HUN,Hungary,0.656062186,High income,Europe & Central Asia,10158608,21.77039551,391634248.2,43.6631232,443556552.6,676089191,1731715620,5.61,-0.06,2412
2003,HUN,Hungary,0.547567688,High income,Europe & Central Asia,10129552,5.283872634,483626364.3,46.1020898,466993515.9,852850754.6,1731715620,5.79,0.18,14182
2004,HUN,Hungary,0.607520389,High income,Europe & Central Asia,10107146,35.45265332,581761711.5,62.58493823,632555108.1,1041208031,1731715620,5.83,0.04,16803
2005,HUN,Hungary,0.646140509,High income,Europe & Central Asia,10087065,15.64259708,697440225.3,72.51892944,731503155,1132111584,1731715620,7.19,1.36,16615
2006,HUN,Hungary,0.742040145,High income,Europe & Central Asia,10071370,17.38245264,797907342.1,85.25715414,858656344.5,1157156187,1731715620,7.49,0.3,20926
2007,HUN,Hungary,0.696203272,High income,Europe & Central Asia,10055780,13.66413784,999774697.2,97.05704888,975984331,1401866912,1731715620,7.41,-0.08,14398
2008,HUN,Hungary,0.828800087,High income,Europe & Central Asia,10038188,34.44914384,1119427431,130.7210601,1312202577,1583255839,1731715620,7.82,0.41,16664
2009,HUN,Hungary,1.201786544,High income,Europe & Central Asia,10022650,20.04037819,896315897.2,157.1613232,1575172936,1310692771,1731715620,10.03,2.21,19182
2010,HUN,Hungary,1.399590971,High income,Europe & Central Asia,10000023,17.4419787,859892487.2,184.9910009,1849914264,1321753500,1731715620,11.17,1.14,11394
2011,HUN,Hungary,1.623917311,High income,Europe & Central Asia,9971727,24.60172079,913931692.6,231.1560481,2305025006,1419422646,1731715620,11.03,-0.14,889
2012,HUN,Hungary,2.443654254,High income,Europe & Central Asia,9920362,36.56145199,863097189.4,317.3045114,3147775617,1288142793,1731715620,11,-0.03,16048
2013,HUN,Hungary,3.065659475,High income,Europe & Central Asia,9893082,32.14471383,858480889.2,420.457354,4159619081,1356843157,1731715620,10.18,-0.82,5296
2014,HUN,Hungary,2.980060479,High income,Europe & Central Asia,9866468,1.040353531,868845038.2,425.9775459,4202893825,1410338433,1731715620,7.73,-2.45,11571
2015,HUN,Hungary,3.15868525,High income,Europe & Central Asia,9843028,-5.925343022,676851846.1,401.6912224,3953857949,1251741670,1731715620,6.81,-0.92,14166
2016,HUN,Hungary,3.243315205,High income,Europe & Central Asia,9814023,5.49751637,782106347.7,425.026713,4171221937,1286098228,1731715620,5.11,-1.7,-982
2017,HUN,Hungary,2.881461002,High income,Europe & Central Asia,9787966,-1.1387507,863352790.2,421.305317,4123722118,1431121960,1731715620,4.16,-0.95,18044
2018,HUN,Hungary,2.74330581,High income,Europe & Central Asia,9775564,6.816281164,1093917695,450.5936038,4404806612,1605656430,1731715620,3.71,-0.45,31976
2019,HUN,Hungary,2.982850584,High income,Europe & Central Asia,9771141,11.07151096,1380891660,500.7076716,4892485259,1640204603,1731715620,3.42,-0.29,33559
2020,HUN,Hungary,2.513235284,High income,Europe & Central Asia,9750149,-19.23354688,1255216198,405.2745053,3951486813,1572270944,1731715620,4.25,0.83,9042
2021,HUN,Hungary,2.084181427,High income,Europe & Central Asia,9709891,-3.860214375,1294324498,391.2454786,3798950951,1822754441,1731715620,4.05,-0.2,19870
2022,HUN,Hungary,2.007587375,High income,Europe & Central Asia,9683505,-5.517685085,1181647185,370.6650434,3589336801,1787885721,1731715620,3.423,-0.627,0
1970,ISL,Iceland,0,High income,Europe & Central Asia,204438,0,0,0,0,0,72922738.3,0,0,-1701
1971,ISL,Iceland,0,High income,Europe & Central Asia,206098,0,0,0,0,0,72922738.3,0,0,-269
1972,ISL,Iceland,0,High income,Europe & Central Asia,209137,0,0,0,0,0,72922738.3,0,0,345
1973,ISL,Iceland,0,High income,Europe & Central Asia,212317,0,0,0,0,0,72922738.3,0,0,-309
1974,ISL,Iceland,0,High income,Europe & Central Asia,215209,0,0,0,0,0,72922738.3,0,0,194
1975,ISL,Iceland,0,High income,Europe & Central Asia,217979,0,0,0,0,0,72922738.3,0,0,-367
1976,ISL,Iceland,0.083858791,High income,Europe & Central Asia,220154,0,300000.0119,6.359184825,1399999.976,16694731.22,72922738.3,0,0,-1191
1977,ISL,Iceland,0.076975008,High income,Europe & Central Asia,221799,21.42857694,2000000,7.664597442,1700000.048,22085090.89,72922738.3,0,0,-1092
1978,ISL,Iceland,0.071661227,High income,Europe & Central Asia,223537,5.882347128,3900000.095,8.052358008,1799999.952,25118184.93,72922738.3,0,0,-778
1979,ISL,Iceland,0.059577317,High income,Europe & Central Asia,225735,-5.55555037,5099999.905,7.53095465,1700000.048,28534350.55,72922738.3,0,0,-560
1980,ISL,Iceland,0.044360457,High income,Europe & Central Asia,228138,-11.76470837,5500000,6.574967783,1500000,33813898.72,72922738.3,0,0,-601
1981,ISL,Iceland,0.088748795,High income,Europe & Central Asia,230755,106.6666603,4599999.905,13.43416136,3099999.905,34930050.66,72922738.3,0,0,158
1982,ISL,Iceland,0.037422607,High income,Europe & Central Asia,233860,-61.29031985,5300000.191,5.131275327,1200000.048,32066179.89,72922738.3,0,0,606
1983,ISL,Iceland,0.083153947,High income,Europe & Central Asia,236977,91.666655,3799999.952,9.70558304,2299999.952,27659540.35,72922738.3,0,0,176
1984,ISL,Iceland,0.2373939,High income,Europe & Central Asia,239511,195.6521884,5599999.905,28.39118116,6800000.191,28644376.25,72922738.3,0,0,-336
1985,ISL,Iceland,0.170908389,High income,Europe & Central Asia,241405,-25.0000035,4800000.191,21.12632259,5099999.905,29840547.53,72922738.3,0,0,-628
1986,ISL,Iceland,0.190494007,High income,Europe & Central Asia,243180,49.01960876,6699999.809,31.25256972,7599999.905,39896267.73,72922738.3,0,0,-339
1987,ISL,Iceland,0.26628887,High income,Europe & Central Asia,245859,93.42105255,17299999.24,59.79036688,14699999.81,55203207.74,72922738.3,0,0,957
1988,ISL,Iceland,0.366813932,High income,Europe & Central Asia,249740,52.38095177,16500000,89.69327949,22399999.62,61066381.8,72922738.3,0,0,1592
1989,ISL,Iceland,0.532386542,High income,Europe & Central Asia,252852,34.82143425,16799999.24,119.4374605,30200000.76,56725702.81,72922738.3,0,0,-993
1990,ISL,Iceland,0.962464996,High income,Europe & Central Asia,254826,106.1567823,11713797.06,244.3210262,62259349.82,64687391.31,72922738.3,0,0,-969
1991,ISL,Iceland,0.945311267,High income,Europe & Central Asia,257797,4.91341938,14966202,253.3715008,65318412.78,69097254.06,72922738.3,2.55,0,1141
1992,ISL,Iceland,0.90133608,High income,Europe & Central Asia,261057,-2.288798053,12560952.43,244.4807311,63823406.22,70809776.33,72922738.3,4.31,1.76,-227
1993,ISL,Iceland,0.930554926,High income,Europe & Central Asia,263725,-9.332115148,10409042.53,219.4230068,57867332.46,62185832.18,72922738.3,5.26,0.95,-211
1994,ISL,Iceland,0.743515718,High income,Europe & Central Asia,266021,-17.90418768,7365355.907,178.582355,47506656.65,63894623.21,72922738.3,5.33,0.07,-817
1995,ISL,Iceland,0.508694087,High income,Europe & Central Asia,267468,-23.72117254,21252091.27,135.4835743,36237520.66,71236370.91,72922738.3,5.2,-0.13,-1413
1996,ISL,Iceland,0.44835829,High income,Europe & Central Asia,268916,-8.11883682,15572460.9,123.8135905,33295455.49,74260822.72,72922738.3,3.6,-1.6,-530
1997,ISL,Iceland,0.540905297,High income,Europe & Central Asia,271128,22.97404098,19909493.76,151.0163726,40944767.08,75696738.98,72922738.3,3.72,0.12,197
1998,ISL,Iceland,0.340219062,High income,Europe & Central Asia,274047,-29.34097963,16108858.53,105.5701077,28931171.31,85036891.05,72922738.3,3.07,-0.65,1006
1999,ISL,Iceland,0.346518831,High income,Europe & Central Asia,277381,7.581158144,13955216.07,112.2084395,31124489.16,89820484.13,72922738.3,2.18,-0.89,1156
2000,ISL,Iceland,0.396139525,High income,Europe & Central Asia,281205,14.87484298,23393861.65,127.1464165,35754208.05,90256603.53,72922738.3,1.94,-0.24,1874
2001,ISL,Iceland,0.477799905,High income,Europe & Central Asia,284968,10.04603658,14302008.89,138.071955,39346088.87,82348465.24,72922738.3,1.87,-0.07,856
2002,ISL,Iceland,0.695084043,High income,Europe & Central Asia,287523,64.61788833,20677660.07,225.2713718,64770700.64,93183984.43,72922738.3,2.99,1.12,-346
2003,ISL,Iceland,0.428554585,High income,Europe & Central Asia,289521,-24.37793403,19339718.38,169.1792373,48980941.97,114293356.5,72922738.3,4,1.01,-223
2004,ISL,Iceland,0.440962098,High income,Europe & Central Asia,292074,24.46549751,28360551.79,208.7292026,60964373.11,138253091.1,72922738.3,4.03,0.03,611
2005,ISL,Iceland,0.390275334,High income,Europe & Central Asia,296734,7.887589808,54426249.63,221.6564087,65772992.79,168529720.1,72922738.3,2.55,-1.48,3918
2006,ISL,Iceland,0.4597043,High income,Europe & Central Asia,303782,22.06958658,81592430.76,264.2974909,80288820.38,174653185.5,72922738.3,2.83,0.28,5295
2007,ISL,Iceland,0.50808755,High income,Europe & Central Asia,311566,37.02242065,114802637,353.0991353,110013685.2,216525056,72922738.3,2.25,-0.58,5247
2008,ISL,Iceland,0.664629347,High income,Europe & Central Asia,317414,9.194802248,100763350.1,378.4622795,120129226,180746195.7,72922738.3,2.95,0.7,1122
2009,ISL,Iceland,0.714957715,High income,Europe & Central Asia,318499,-21.71054734,68067536.13,295.2866839,94048513.52,131544162,72922738.3,7.22,4.27,-4793
2010,ISL,Iceland,0.985796488,High income,Europe & Central Asia,318041,44.13675041,67193851.39,426.2295465,135558471.2,137511619.1,72922738.3,7.56,0.34,-2077
2011,ISL,Iceland,0.99148735,High income,Europe & Central Asia,319014,11.33237522,72738450.76,473.0841462,150920465.8,152216229.3,72922738.3,7.03,-0.53,-1427
2012,ISL,Iceland,1.04757961,High income,Europe & Central Asia,320716,2.394191921,65983578.87,481.8399812,154533791.4,147515081.4,72922738.3,6,-1.03,-304
2013,ISL,Iceland,1.285829704,High income,Europe & Central Asia,323764,34.1718313,72581958.21,640.4072655,207340817.9,161250605.2,72922738.3,5.38,-0.62,1648
2014,ISL,Iceland,1.218560641,High income,Europe & Central Asia,327386,5.009858119,95087187.21,665.0507312,217728298.7,178676621.7,72922738.3,4.9,-0.48,1116
2015,ISL,Iceland,1.238448087,High income,Europe & Central Asia,330815,-0.361340352,84516225.7,655.7790865,216941558.5,175172105.1,72922738.3,3.98,-0.92,1477
2016,ISL,Iceland,1.005532646,High income,Europe & Central Asia,335439,-3.622849331,139958188.9,623.3088362,209082092.7,207931680.3,72922738.3,2.98,-1,4113
2017,ISL,Iceland,0.76195315,High income,Europe & Central Asia,343400,-9.88326864,325296099.6,548.6835987,188417947.8,247282851.7,72922738.3,2.74,-0.24,8316
2018,ISL,Iceland,0.664008794,High income,Europe & Central Asia,352721,-7.453424986,356216931.1,494.3690832,174374357.4,262608506.1,72922738.3,2.7,-0.04,6611
2019,ISL,Iceland,0.748528672,High income,Europe & Central Asia,360563,5.872470501,376636294.2,512.0171512,184614440.1,246636430.9,72922738.3,3.51,0.81,5152
2020,ISL,Iceland,0.774019557,High income,Europe & Central Asia,366463,-9.635964603,291037529.3,455.2302906,166825058,215530804.7,72922738.3,5.48,1.97,2573
2021,ISL,Iceland,0.747766428,High income,Europe & Central Asia,372520,14.53558889,340974868.7,512.9229641,191074062.6,255526398.9,72922738.3,6.02,0.54,622
2022,ISL,Iceland,0.693963957,High income,Europe & Central Asia,381900,1.118383087,386183970.3,505.9204048,193211002.6,278416480.6,72922738.3,3.809,-2.211,0
1970,IND,India,0,Lower middle income,South Asia,557501301,0,0,0,0,0,31855555783,0,0,-45792
1971,IND,India,0,Lower middle income,South Asia,569999178,0,0,0,0,0,31855555783,0,0,-220417
1972,IND,India,0,Lower middle income,South Asia,582837973,0,0,0,0,0,31855555783,0,0,-60291
1973,IND,India,0,Lower middle income,South Asia,596107483,0,0,0,0,0,31855555783,0,0,-62763
1974,IND,India,0,Lower middle income,South Asia,609721951,0,0,0,0,0,31855555783,0,0,-168162
1975,IND,India,0.436550715,Lower middle income,South Asia,623524219,0,0,0.68944186,429883697.5,984727965.7,31855555783,0,0,-225989
1976,IND,India,0.625351969,Lower middle income,South Asia,637451448,49.42269612,9138853.073,1.007674879,642343811,1027171645,31855555783,0,0,-436104
1977,IND,India,0.769151119,Lower middle income,South Asia,651685628,45.4697434,11641249.66,1.433844562,934415893.6,1214866455,31855555783,0,0,-31092
1978,IND,India,0.848342482,Lower middle income,South Asia,666267760,24.65292393,57404830.93,1.748211159,1164776733,1373002953,31855555783,0,0,-13841
1979,IND,India,0.939279052,Lower middle income,South Asia,681248383,23.37287604,10211729.05,2.109390042,1437018555,1529916538,31855555783,0,0,68198
1980,IND,India,1.479656772,Lower middle income,South Asia,696828385,91.85386134,29241802.22,3.956462804,2756975586,1863253451,31855555783,0,0,202323
1981,IND,India,1.189415057,Lower middle income,South Asia,712869298,-16.52390617,15402512.55,3.228383567,2301415527,1934913732,31855555783,0,0,23662
1982,IND,India,1.304169157,Lower middle income,South Asia,729169466,13.74179744,13516844.75,3.589935549,2617671387,2007156336,31855555783,0,0,-26106
1983,IND,India,1.218755284,Lower middle income,South Asia,745826546,1.620148205,39727378.85,3.566622236,2660081543,2182621547,31855555783,0,0,46174
1984,IND,India,1.081625199,Lower middle income,South Asia,762895156,-13.73382917,27499765.4,3.007950005,2294750488,2121576393,31855555783,0,0,-57788
1985,IND,India,1.061972668,Lower middle income,South Asia,780242084,7.602514605,30896383.29,3.164670658,2469209229,2325115611,31855555783,0,0,-112781
1986,IND,India,0.89961007,Lower middle income,South Asia,797878993,-9.286623033,42055763.24,2.807321781,2239903076,2489859941,31855555783,0,0,-258917
1987,IND,India,0.955230646,Lower middle income,South Asia,815716125,18.99685909,65468292.24,3.267575846,2665414307,2790335840,31855555783,0,0,-232178
1988,IND,India,0.780639488,Lower middle income,South Asia,833729681,-13.13560009,93125846.86,2.777034566,2315296143,2965896779,31855555783,0,0,-103742
1989,IND,India,0.882930112,Lower middle income,South Asia,852012673,12.89460702,98650077.82,3.067846952,2613844482,2960420589,31855555783,0,0,-13987
1990,IND,India,0.742646651,Lower middle income,South Asia,870452165,-8.803296967,105592307.8,2.738507739,2383739990,3209790264,31855555783,0,0,108465
1991,IND,India,1.21771356,Lower middle income,South Asia,888941756,37.98104612,51584170.43,3.700027986,3289109375,2701053419,31855555783,6.737,0,-158007
1992,IND,India,1.005324234,Lower middle income,South Asia,907574049,-11.90850754,67776932.45,3.192494916,2897425537,2882080665,31855555783,6.815,0.078,8198
1993,IND,India,1.261311501,Lower middle income,South Asia,926351297,21.58338639,259423927.2,3.802864094,3522788086,2792956445,31855555783,6.798,-0.017,2440
1994,IND,India,1.789529873,Lower middle income,South Asia,945261958,66.25167887,350832857.5,6.19584263,5856694336,3272755836,31855555783,6.83,0.032,110095
1995,IND,India,1.727257502,Lower middle income,South Asia,964279129,6.254414606,419173566.7,6.453521698,6222996282,3602819079,31855555783,7.014,0.184,-57139
1996,IND,India,2.231041905,Lower middle income,South Asia,983281218,40.85969539,537989269.7,8.914737154,8765693607,3928968608,31855555783,7.181,0.167,-26079
1997,IND,India,2.484195897,Lower middle income,South Asia,1002335230,17.85678928,161582930.3,10.30689607,10330965043,4158675673,31855555783,7.279,0.098,1240
1998,IND,India,2.249737909,Lower middle income,South Asia,1021434576,-8.243805777,44157098.01,9.280379353,9479300350,4213513188,31855555783,7.487,0.208,-28485
1999,IND,India,2.424539193,Lower middle income,South Asia,1040500054,17.35339563,36167394.58,10.69128329,11124280843,4588204173,31855555783,7.709,0.222,-106592
2000,IND,India,2.750556194,Lower middle income,South Asia,1059633675,15.81392217,486141918.9,12.15841499,12883465957,4683949372,31855555783,7.77,0.061,-149966
2001,IND,India,2.940216906,Lower middle income,South Asia,1078970907,10.78555123,751084697.3,13.22836296,14273018778,4854410145,31855555783,7.957,0.187,-177306
2002,IND,India,3.055850966,Lower middle income,South Asia,1098313039,10.24812992,1186800148,14.32718699,15735736286,5149379489,31855555783,8.102,0.145,-208070
2003,IND,India,3.455516813,Lower middle income,South Asia,1117415123,33.44879834,1265419810,18.79261391,20999150983,6076992855,31855555783,8.36,0.258,-255516
2004,IND,India,2.64406915,Lower middle income,South Asia,1136264583,-10.70887998,1652783174,16.50177026,18750377107,7091485148,31855555783,8.531,0.171,-214351
2005,IND,India,2.696926601,Lower middle income,South Asia,1154638713,17.998104,1348282858,19.16191552,22125089480,8203815955,31855555783,8.7,0.169,-550186
2006,IND,India,3.013384131,Lower middle income,South Asia,1172373788,28.06114211,1561865362,24.16775483,28333642280,9402598888,31855555783,8.625,-0.075,-678231
